AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,RiskTol
78,4,1,1,2,1925477.16,3,3,5,1,107333482.69,0.9500745725833935
36,4,1,0,1,127797.15664,3,3,4,0,178951.27368,0.8823529411778628
36,4,1,0,1,122472.27511,3,3,4,0,319896.11365,0.925113030165577
36,4,1,0,1,153356.58796,3,3,4,0,360180.86218,0.9231416447172056
53,4,1,5,2,11001205.234,2,3,4,1,29009161.332,0.0062805303558024
53,4,1,5,2,11022504.76,2,3,4,1,50873009.569,0.03174043378624155
53,4,1,5,2,10841458.788,2,3,4,1,29346766.166,0.00854909623845085
53,4,1,5,2,10990555.471,2,3,4,1,25242692.685,0.0357981220653336
53,4,1,5,2,10979905.708,2,3,4,1,14504580.666,0.0256872465069508
70,4,1,0,2,36017498.645,2,3,1,1,75602770.738,0.8778056950127878
70,4,1,0,2,23067386.773,2,3,1,1,251020585.24,0.8430205569150113
70,4,1,0,2,27284692.942,2,3,1,1,166545849.44,0.8914931541354003
39,3,2,0,1,106497.63053,3,3,5,1,291541.45003,0.49887420008802286
95,4,2,0,3,2076703.7953,2,3,3,1,78772735.14,0.9579808917977957
95,4,2,0,3,1948906.6387,2,3,3,1,78772735.14,0.9579808917977957
95,4,2,0,3,2119302.8475,2,3,3,1,78772735.14,0.9579808917977957
95,4,2,0,3,2002155.454,2,3,3,1,78772735.14,0.9579808917977957
95,4,2,0,3,1980855.9278,2,3,3,1,78772735.14,0.9579808917977957
50,4,1,1,1,419600.66429,3,3,5,1,1877849.2162,0.19879682639061985
41,4,1,2,1,102237.72531,3,1,4,1,504336.05487,0.01401421159471385
41,4,1,2,1,102237.72531,3,1,4,1,504336.05487,0.01401421159471385
41,4,1,2,1,101172.749,3,1,4,1,503300.45722,0.01401421159471385
41,4,1,2,1,101172.749,3,1,4,1,503300.45722,0.01401421159471385
41,4,1,2,1,102237.72531,3,1,4,1,504336.05487,0.01401421159471385
61,4,1,0,1,8679556.8881,3,3,5,1,110604935.66,0.9438750993248539
61,4,1,0,1,9169445.9886,3,3,5,1,126005308.3,0.9693003449725746
61,4,1,0,1,9361141.7235,3,3,5,1,121012692.03,0.9719187888449536
61,4,1,0,1,8583709.0207,3,3,5,1,114408685.83,0.9146384256679447
61,4,1,0,1,9329192.4344,3,3,5,1,126666019.6,0.9235228882033835
51,4,1,4,2,551657.72614,3,3,3,1,1175299.7714,0.9362313551978179
64,4,1,0,1,9020349.3058,2,3,4,1,62351263.227,0.9480880374073972
64,4,1,0,1,6496355.4623,2,3,4,1,64365500.653,0.9463809442394508
64,4,1,0,1,7199239.8238,2,3,4,1,71921221.097,0.9510795680590256
64,4,1,0,1,9510238.4063,2,3,4,1,79294676.355,0.9517492778054649
64,4,1,0,1,8029921.3419,2,3,4,1,81333768.125,0.9542321272108298
69,4,2,0,3,22045.00952,4,2,3,0,35852.390594,0.6734422492387695
50,1,1,1,2,138446.91969,3,3,4,1,347753.6904,0.0267489711934287
50,1,1,1,2,138446.91969,3,3,4,1,370640.39843,0.0555555555555555
50,1,1,1,2,138446.91969,3,3,4,1,327041.73743,0.03957115009759425
50,1,1,1,2,138446.91969,3,3,4,1,390213.19399,0.02471046898288515
50,1,1,1,2,138446.91969,3,3,4,1,350756.92358,0.02471046898288515
62,4,1,0,2,2002155.454,2,3,3,1,15312346.832,0.3427397958052264
62,4,1,0,2,2002155.454,2,3,3,1,15311311.234,0.3427397958052264
62,4,1,0,2,2002155.454,2,3,3,1,15312346.832,0.3427397958052264
62,4,1,0,2,2002155.454,2,3,3,1,15312346.832,0.3427397958052264
62,4,1,0,2,2002155.454,2,3,3,1,15311311.234,0.3427397958052264
55,4,1,1,1,266244.07632,3,3,5,1,4754635.9242,0.938325523996755
55,4,1,1,1,265179.10002,3,3,5,1,4754635.9242,0.938325523996755
55,4,1,1,1,266244.07632,3,3,5,1,4755671.5219,0.938325523996755
55,4,1,1,1,266244.07632,3,3,5,1,4754635.9242,0.938325523996755
55,4,1,1,1,265179.10002,3,3,5,1,4754635.9242,0.938325523996755
44,4,1,2,2,0.0,1,3,3,1,17752318.452,0.9935754011435546
44,4,1,2,2,0.0,1,3,3,1,17033717.244,0.9931301506061798
44,4,1,2,2,0.0,1,3,3,1,17842311.888,0.9933133772468493
44,4,1,2,2,0.0,1,3,3,1,17222092.456,0.9926065070832413
44,4,1,2,2,0.0,1,3,3,1,17050390.366,0.9928503884619068
58,2,1,0,3,268374.02893,4,3,5,1,158933.17113,0.23054487017190775
42,4,1,3,1,197020.61648,3,3,2,1,4482584.4219,0.09679704342397265
42,4,1,3,1,197020.61648,3,3,2,1,4482584.4219,0.09679704342397265
42,4,1,3,1,197020.61648,3,3,2,1,4482584.4219,0.09679704342397265
42,4,1,3,1,197020.61648,3,3,2,1,4482584.4219,0.09679704342397265
42,4,1,3,1,197020.61648,3,3,2,1,4482584.4219,0.09679704342397265
21,3,2,0,1,11714.739358,2,3,2,0,46912.573481,0.8323350700710592
21,3,2,0,1,12779.715664,2,3,2,0,46912.573481,0.8323350700710592
21,3,2,0,1,12779.715664,2,3,2,0,46912.573481,0.8323350700710592
21,3,2,0,1,12779.715664,2,3,2,0,46809.013717,0.8323350700710592
21,3,2,0,1,11714.739358,2,3,2,0,46809.013717,0.8366713604114212
47,4,2,0,1,39404.123296,2,1,1,1,-30674.40235,0.6465517241369264
47,4,2,0,1,39404.123296,2,1,1,1,-29876.99216,0.6097701149431027
47,4,2,0,1,41534.075906,2,1,1,1,-31803.20379,0.6214285714285714
51,4,1,1,2,3759366.3577,2,3,4,1,85824119.53,0.9861938015160198
51,4,1,1,2,4643296.6911,2,3,4,1,32481520.248,0.9869610605172868
51,4,1,1,2,3748716.5946,2,3,4,1,67296241.999,0.9869017320134006
51,4,1,1,2,3748716.5946,2,3,4,1,52947000.98,0.9863020451072602
51,4,1,1,2,3748716.5946,2,3,4,1,204408335.08,0.9891591705422462
44,4,1,3,1,200215.5454,2,3,5,1,1606419.0725,0.9720313983788217
44,4,1,3,1,200215.5454,2,3,5,1,1607454.6702,0.9720313983788217
44,4,1,3,1,200215.5454,2,3,5,1,1612632.6584,0.9720313983788217
44,4,1,3,1,200215.5454,2,3,5,1,1606419.0725,0.9720313983788217
44,4,1,3,1,200215.5454,2,3,5,1,1610561.4631,0.9720313983788217
68,3,1,0,2,82780608.21,3,3,2,1,832468483.74,0.9678222332588147
68,3,1,0,2,76422699.668,3,3,2,1,1013397748.9,0.9746458769558837
68,3,1,0,2,75506820.045,3,3,2,1,880094376.88,0.9732225305078078
68,3,1,0,2,83217248.496,3,3,2,1,819911344.45,0.9672622100436452
68,3,1,0,2,77349229.053,3,3,2,1,850785099.35,0.9741012202236008
55,3,1,0,1,77743.270286,3,3,5,1,394769.82364,0.0155642023347707
55,3,1,0,1,78808.246592,3,3,5,1,394769.82364,0.0155642023347707
55,3,1,0,1,77743.270286,3,3,5,1,393734.226,0.0155642023347707
55,3,1,0,1,77743.270286,3,3,5,1,392698.62835,0.0155642023347707
55,3,1,0,1,77743.270286,3,3,5,1,394769.82364,0.0155642023347707
33,4,1,2,1,48988.910043,3,2,1,0,-83966.25735,0.00206611570250075
33,4,1,2,1,50053.886349,3,2,1,0,-92582.42978,0.00217391304347275
33,4,1,2,1,56443.744181,3,2,1,0,-88207.02972,0.00095238095239215
33,4,1,2,1,48988.910043,3,2,1,0,-79549.43338,0.0010482180293365
33,4,1,2,1,55378.767875,3,2,1,0,-86037.45265,0.0019083969465972
51,4,2,0,1,187435.82973,2,3,3,1,1337225.8197,0.816328133187256
51,4,2,0,1,248139.47913,2,3,3,1,1545080.6238,0.8358205572742959
55,4,1,0,2,1948906.6387,3,3,5,1,13624322.665,0.48149313501361746
55,4,1,0,2,2172551.6628,3,3,5,1,13624322.665,0.48149313501361746
55,4,1,0,2,1735911.3776,3,3,5,1,13624322.665,0.48149313501361746
55,4,1,0,2,1895657.8234,3,3,5,1,13625358.263,0.48149313501361746
55,4,1,0,2,2098003.3214,3,3,5,1,13625358.263,0.48149313501361746
78,3,1,0,2,377108.1097,3,3,4,1,11506525.474,0.8434972896125532
78,3,1,0,2,377108.1097,3,3,4,1,11507561.071,0.8434972896125532
78,3,1,0,2,378173.08601,3,3,4,1,11509632.266,0.8434972896125532
78,3,1,0,2,377108.1097,3,3,4,1,11501347.485,0.8434972896125532
78,3,1,0,2,378173.08601,3,3,4,1,11502383.083,0.8434972896125532
63,4,1,1,2,191695.73495,2,2,2,1,5800589.5493,0.4163465232450707
63,4,1,1,2,191695.73495,2,2,2,1,5801728.7067,0.41581502299682527
63,4,1,1,2,191695.73495,2,2,2,1,5800589.5493,0.4163465232450707
63,4,1,1,2,191695.73495,2,2,2,1,5800589.5493,0.4163465232450707
63,4,1,1,2,191695.73495,2,2,2,1,5801728.7067,0.41581502299682527
50,2,2,2,2,115017.44097,3,3,4,1,1559610.0588,0.2844173753162771
50,2,2,2,2,113952.46467,3,3,4,1,1597927.1718,0.28676699937642747
50,2,2,2,2,115017.44097,3,3,4,1,1632205.454,0.28375286041126035
50,2,2,2,2,113952.46467,3,3,4,1,1578250.8165,0.2844173753162771
50,2,2,2,2,113952.46467,3,3,4,1,1779156.7603,0.28676699937642747
64,3,1,0,1,136348916.37,3,3,4,1,109782360.45,0.9596505705568543
64,3,1,0,1,136348916.37,3,3,4,1,13780283.671,0.9749007909235297
64,3,1,0,1,95443176.48,3,3,4,1,12386369.236,0.9656836346962647
64,3,1,0,1,94718992.593,3,3,4,1,33364574.363,0.9614394149795752
64,3,1,0,1,101385744.26,3,3,4,1,8731745.1339,0.956532376392527
56,4,1,0,2,4536799.0606,2,3,2,1,130099025.8,0.9871802486764574
56,4,1,0,2,4973439.3457,2,3,2,1,133673908.88,0.987726220834614
56,4,1,0,2,4536799.0606,2,3,2,1,127572167.54,0.9881208830419944
56,4,1,0,2,4558098.5867,2,3,2,1,141846845.53,0.9852681624658097
56,4,1,0,2,4600697.6389,2,3,2,1,131570610.06,0.986657821043285
76,4,1,0,3,903099.90689,3,3,4,1,6960251.7962,0.97111651301275
76,4,1,0,3,644310.6647,3,3,4,1,6960251.7962,0.9709483164391964
76,4,1,0,3,556982.60767,3,3,4,1,6963358.5892,0.9728764236016402
76,4,1,0,3,584671.99161,3,3,4,1,6960251.7962,0.9224319917578272
76,4,1,0,3,549527.77353,3,3,4,1,6960251.7962,0.968868253965298
87,3,2,0,2,1033559.5043,1,3,5,1,72894579.327,0.9497978954127126
87,3,2,0,2,1492351.2966,1,3,5,1,237784818.81,0.9612935716047709
87,3,2,0,2,1645707.8846,1,3,5,1,265282939.61,0.9737919352029623
87,3,2,0,2,1419187.4244,1,3,5,1,101259495.36,0.9889227791640378
69,2,1,0,3,29819.336548,3,3,4,1,1440723.4487,0.558077830187476
59,4,2,1,1,55378.767875,3,3,2,1,490251.92685,0.24393548960244343
41,4,1,2,1,420665.64059,3,3,2,1,2027700.196,0.0814996795558834
41,4,1,2,1,405755.97232,3,3,2,1,1993525.4735,0.08570052960998754
41,4,1,2,1,352507.15705,3,3,2,1,2084658.0666,0.0764769844143839
41,4,1,2,1,332272.60725,3,3,2,1,2092942.8478,0.07578435704845604
41,4,1,2,1,420665.64059,3,3,2,1,1987311.8877,0.08655503570523804
31,3,2,1,1,83068.151813,1,3,3,1,316892.88047,0.6198930243892855
31,3,2,1,1,86369.578359,1,3,3,1,257656.69497,0.6225228827824243
63,2,1,0,2,620881.18599,3,3,4,1,6929183.8668,0.59578530514349
63,2,1,0,2,620881.18599,3,3,4,1,6930219.4644,0.59578530514349
63,2,1,0,2,620881.18599,3,3,4,1,6930219.4644,0.59578530514349
63,2,1,0,2,620881.18599,3,3,4,1,6930219.4644,0.59578530514349
63,2,1,0,2,620881.18599,3,3,4,1,6930219.4644,0.59578530514349
72,3,2,0,3,145901.75383,4,3,2,1,3440876.7472,0.35783459903507353
72,3,2,0,3,145901.75383,4,3,2,1,3587931.6133,0.3552821510039086
72,3,2,0,3,145901.75383,4,3,2,1,3446054.7355,0.32598129053717106
72,3,2,0,3,145901.75383,4,3,2,1,3411880.0131,0.37274350064184625
59,3,1,0,3,956348.72215,3,1,5,1,37233929.637,0.9073844457341869
59,3,1,0,3,996817.82175,3,1,5,1,37295029.899,0.9068371620312305
59,3,1,0,3,919074.55147,3,1,5,1,37349916.574,0.9074133784767758
59,3,1,0,3,867955.68881,3,1,5,1,37308492.668,0.9069359055902027
59,3,1,0,3,968063.46151,3,1,5,1,37114835.908,0.9066183463225782
58,4,1,1,2,292868.48396,3,3,3,1,2928670.1502,0.9583608438233989
58,4,1,1,2,292868.48396,3,3,3,1,2929705.7479,0.9618729323453733
58,4,1,1,2,292868.48396,3,3,3,1,2929705.7479,0.9618729323453733
58,4,1,1,2,292868.48396,3,3,3,1,2929705.7479,0.9642265783570132
58,4,1,1,2,292868.48396,3,3,3,1,2929705.7479,0.9617562226257879
44,3,1,0,2,532488.15265,1,3,2,1,1384179.8171,0.8084009595272001
73,4,1,0,1,914814.64625,3,1,1,1,18234803.396,0.995245537188234
73,4,1,0,1,915879.62255,3,1,1,1,18233767.799,0.995245537188234
73,4,1,0,1,914814.64625,3,1,1,1,18234803.396,0.995245537188234
73,4,1,0,1,915879.62255,3,1,1,1,18233767.799,0.995245537188234
73,4,1,0,1,915879.62255,3,1,1,1,18234803.396,0.995245537188234
61,4,1,0,1,111822.51206,4,3,4,1,583207.17178,0.00068306010929015
61,4,1,0,1,111822.51206,4,3,4,1,588488.71979,0.0006385696040925
61,4,1,0,1,111822.51206,4,3,4,1,616553.41607,0.0004789272030637
61,4,1,0,1,112887.48836,4,3,4,1,587867.3612,0.0006435006435043
61,4,1,0,1,112887.48836,4,3,4,1,585278.36708,0.00066489361702605
59,4,1,2,2,4952139.8196,1,3,4,1,62839972.113,0.9993053613389028
59,4,1,2,2,4952139.8196,1,3,4,1,62842478.259,0.9993053613389028
59,4,1,2,2,4952139.8196,1,3,4,1,62843897.028,0.9993053613389028
59,4,1,2,2,4952139.8196,1,3,4,1,62844725.506,0.9993053613389028
59,4,1,2,2,4952139.8196,1,3,4,1,62840665.963,0.9993053613389028
41,2,2,0,1,45793.981128,4,2,2,1,459567.16852,0.1416476064360645
41,2,2,0,1,45793.981128,4,2,2,1,458531.57087,0.1457775511076841
41,2,2,0,1,45793.981128,4,2,2,1,457495.97322,0.1437363182030097
41,2,2,0,1,44729.004822,4,2,2,1,458531.57087,0.1457775511076841
41,2,2,0,1,45793.981128,4,2,2,1,458531.57087,0.1457775511076841
48,4,1,0,4,203410.47431,2,1,4,1,1212902.322,0.023629506497216103
48,4,1,0,4,165071.32732,2,1,4,1,1020105.1078,0.0187825972139165
48,4,1,0,4,142706.82491,2,1,4,1,1063486.2933,0.02239531068326405
48,4,1,0,4,150161.65905,2,1,4,1,1499110.4442,0.022374470567713953
48,4,1,0,4,112887.48836,2,1,4,1,1538214.6114,0.02077013377953415
84,4,2,0,3,31949.289159,3,3,3,1,1835130.8132,0.7910712199690721
84,4,2,0,3,27689.383938,3,3,3,1,1764710.1731,0.7813841827270358
84,4,2,0,3,28754.360243,3,3,3,1,1841344.3991,0.7924207779473719
71,4,1,0,2,11608241.728,2,3,5,1,176541437.95,0.47214513934327296
45,4,1,2,1,88393.033339,3,3,4,1,1237539.1901,0.9319561034926553
45,4,1,2,1,82003.175508,3,3,4,1,1238574.7877,0.8931970075605479
45,4,1,2,1,85198.104423,3,3,4,1,1254108.7524,0.8778789684703894
45,4,1,2,1,99042.796392,3,3,4,1,1244788.3736,0.9177134948299459
50,4,2,0,1,182110.94821,2,3,5,1,2321499.2489,0.86863729479119
50,4,2,0,1,182110.94821,2,3,5,1,2321499.2489,0.8685755798595636
50,4,2,0,1,182110.94821,2,3,5,1,2322534.8465,0.86863729479119
50,4,2,0,1,182110.94821,2,3,5,1,2320463.6512,0.8685755798595636
50,4,2,0,1,182110.94821,2,3,5,1,2321499.2489,0.8685755798595636
51,3,1,5,2,699689.43258,2,3,5,1,11737463.749,0.939123874240655
51,3,1,5,2,707144.26671,2,3,5,1,59311784.128,0.9664982693901172
51,3,1,5,2,694364.55105,2,3,5,1,11746784.128,0.9391348478186056
51,3,1,5,2,715664.07716,2,3,5,1,9593776.6166,0.8997125003628494
51,3,1,5,2,699689.43258,2,3,5,1,28689161.659,0.963399962984181
52,4,1,4,2,9456989.591,2,3,5,1,36661295.918,0.38075426423126757
52,4,1,4,2,9212045.0408,2,3,5,1,38075715.186,0.4025647893327064
52,4,1,4,2,8881902.3861,2,3,5,1,39020076.682,0.38054417372279176
52,4,1,4,2,9531537.9324,2,3,5,1,36736998.106,0.37076214262002016
52,4,1,4,2,9094897.6472,2,3,5,1,38066498.367,0.39830795594570123
42,4,1,1,1,69223.459844,3,2,1,1,364944.61137,0.0776190476190476
42,4,1,1,1,69223.459844,3,2,1,1,365980.20901,0.0776190476190476
42,4,1,1,1,69223.459844,3,2,1,1,365980.20901,0.0776190476190476
42,4,1,1,1,69223.459844,3,2,1,1,365980.20901,0.0776190476190476
42,4,1,1,1,69223.459844,3,2,1,1,365980.20901,0.0776190476190476
49,4,1,2,2,774237.77395,3,3,4,1,3482714.8922,0.6578946059586668
49,4,1,2,2,774237.77395,3,3,4,1,3480643.6969,0.6580639234932391
49,4,1,2,2,774237.77395,3,3,4,1,3482714.8922,0.6578946059586668
49,4,1,2,2,774237.77395,3,3,4,1,3482714.8922,0.6578946059586668
49,4,1,2,2,774237.77395,3,3,4,1,3481679.2946,0.658203386744742
38,4,1,2,2,638985.78318,1,3,2,1,79471763.553,0.8723727525962681
38,4,1,2,2,638985.78318,1,3,2,1,79494546.702,0.8723727525962681
38,4,1,2,2,638985.78318,1,3,2,1,79435517.636,0.8723727525962681
38,4,1,2,2,638985.78318,1,3,2,1,79435517.636,0.8723727525962681
38,4,1,2,2,638985.78318,1,3,2,1,79435517.636,0.8723727525962681
49,4,1,3,2,3897813.2774,2,3,4,1,25592724.69,0.5697847388170711
49,4,1,3,2,3897813.2774,2,3,4,1,27684631.94,0.5697847388170711
49,4,1,3,2,3897813.2774,2,3,4,1,25333825.278,0.5697847388170711
49,4,1,3,2,3897813.2774,2,3,4,1,32645144.677,0.5697847388170711
49,4,1,3,2,3897813.2774,2,3,4,1,27859647.943,0.5697847388170711
83,4,2,0,3,2129952.6106,3,3,4,1,30296409.21,0.7441999947944289
83,4,2,0,3,2002155.454,3,3,4,1,28406443.501,0.7710043111564251
75,4,1,0,1,8966035.5143,1,3,5,1,80237681.218,0.982272622857653
75,4,1,0,1,9117262.1496,1,3,5,1,72923141.11,0.9800129616761393
75,4,1,0,1,8979880.2062,1,3,5,1,73782904.634,0.9850378330238416
75,4,1,0,1,9058688.4528,1,3,5,1,85501510.15,0.9724831632337478
75,4,1,0,1,9122587.0311,1,3,5,1,81097424.03,0.9781994425164103
25,4,2,0,1,27689.383938,4,3,5,0,-13928.78837,0.04545454545454545
25,4,2,0,1,27689.383938,4,3,5,0,-13928.78837,0.04545454545454545
25,4,2,0,1,27689.383938,4,3,5,0,-13928.78837,0.04545454545454545
25,4,2,0,1,27689.383938,4,3,5,0,-13939.14435,0.037037037037037
25,4,2,0,1,27689.383938,4,3,5,0,-14964.38602,0.04545454545454545
50,4,2,1,1,123537.25141,2,3,5,1,900141.47616,0.943635302622154
50,4,2,1,1,123537.25141,2,3,5,1,900141.47616,0.9464521430046845
50,4,2,1,1,123537.25141,2,3,5,1,900141.47616,0.9476594553116839
50,4,2,1,1,123537.25141,2,3,5,1,900141.47616,0.9495490158143514
50,4,2,1,1,123537.25141,2,3,5,1,900141.47616,0.9473213523797757
69,4,1,0,3,177851.04298,3,3,5,1,2133331.1561,0.9461719074306639
69,4,1,0,3,177851.04298,3,3,5,1,2135402.3514,0.9454969396676673
69,4,1,0,3,177851.04298,3,3,5,1,2135402.3514,0.9454969396676673
69,4,1,0,3,177851.04298,3,3,5,1,2134366.7538,0.9454969396676673
69,4,1,0,3,177851.04298,3,3,5,1,2134366.7538,0.9461719074306639
40,4,1,2,1,90522.98595,3,2,4,1,351481.84193,0.5709561211847616
65,4,1,0,1,159746.44579,3,3,4,1,730614.14108,0.42835153739079435
54,3,1,2,1,119277.34619,3,3,4,1,719740.36577,0.2668056542418231
54,3,1,2,1,125667.20402,3,3,4,1,720775.96342,0.25272975626617056
58,4,1,1,3,1533565.8796,3,3,4,1,22407226.323,0.9501985618105725
58,4,1,1,3,1916957.3495,3,3,4,1,22407226.323,0.91119112377896
58,4,1,1,3,1544215.6427,3,3,4,1,22407226.323,0.8904621825893579
58,4,1,1,3,1299271.0925,3,3,4,1,22407226.323,0.9500198516400656
89,2,2,0,3,17039.620885,4,3,5,1,643934.6179,0.7747338288458029
89,2,2,0,3,15974.644579,4,3,5,1,643934.6179,0.7747338288458029
89,2,2,0,3,15974.644579,4,3,5,1,643831.05813,0.7747338288458029
89,2,2,0,3,17039.620885,4,3,5,1,643934.6179,0.7747338288458029
89,2,2,0,3,17039.620885,4,3,5,1,643934.6179,0.7747338288458029
59,2,2,0,3,20234.549801,2,3,2,1,143326.71457,0.9852216748769644
59,2,2,0,3,15974.644579,2,3,2,1,147572.66492,0.9793833242108834
59,2,2,0,3,13844.691969,2,3,2,1,140219.92162,0.9784656959868264
59,2,2,0,3,17039.620885,2,3,2,1,159482.03788,0.9869465737924672
59,2,2,0,3,18104.59719,2,3,2,1,138148.72632,0.9849002799056186
57,4,1,0,2,1150174.4097,3,3,4,1,8896405.16,0.9533013534337843
57,4,1,0,2,1363169.6708,3,3,4,1,9305880.4703,0.9470117581174173
57,4,1,0,2,2204500.952,3,3,4,1,8761156.1071,0.906105840642256
57,4,1,0,2,1650713.2732,3,3,4,1,11981864.794,0.9625166736075205
25,4,1,0,1,160811.4221,1,3,2,1,1572140.7903,0.01795841209814335
58,4,1,0,2,9212045.0408,2,3,1,1,38686510.679,0.9920285630645034
58,4,1,0,2,9212045.0408,2,3,1,1,37376479.654,0.990994183174328
58,4,1,0,2,9212045.0408,2,3,1,1,38495028.674,0.9909501034827077
58,4,1,0,2,9212045.0408,2,3,1,1,37373890.66,0.9916002323526959
58,4,1,0,2,9212045.0408,2,3,1,1,37726822.338,0.9918298178909164
43,4,2,0,1,50053.886349,4,3,5,1,282718.15807,0.9597228365031079
43,4,2,0,1,50053.886349,4,3,5,1,283753.75572,0.9603015803973598
43,4,2,0,1,50053.886349,4,3,5,1,283753.75572,0.9608615033519612
43,4,2,0,1,50053.886349,4,3,5,1,284789.35336,0.9614035087720154
43,4,2,0,1,48988.910043,4,3,5,1,284789.35336,0.9601108033241854
57,4,1,0,2,102237.72531,3,3,4,1,1140089.4513,0.8965496551013201
57,4,1,0,2,102237.72531,3,3,4,1,1140089.4513,0.8965496551013201
57,4,1,0,2,102237.72531,3,3,4,1,1140089.4513,0.8965496551013201
57,4,1,0,2,102237.72531,3,3,4,1,1140089.4513,0.8965496551013201
57,4,1,0,2,102237.72531,3,3,4,1,1140089.4513,0.8965496551013201
68,2,2,0,2,53248.815265,3,3,5,1,106459.43828,0.0474452554738866
62,4,1,0,1,143771.80121,3,3,5,1,606860.22208,0.6080506395376
62,4,1,0,1,143771.80121,3,3,5,1,611002.61267,0.6062773271792679
62,4,1,0,1,143771.80121,3,3,5,1,612038.21032,0.6084079854579801
62,4,1,0,1,143771.80121,3,3,5,1,608931.41737,0.6091253878872642
61,4,1,0,1,188500.80604,2,3,5,1,636064.07577,0.5157736945684026
61,4,1,0,1,188500.80604,2,3,5,1,655740.43109,0.5157736945684026
61,4,1,0,1,189565.78234,2,3,5,1,650562.44285,0.5157736945684026
61,4,1,0,1,189565.78234,2,3,5,1,648491.24755,0.5157736945684026
61,4,1,0,1,189565.78234,2,3,5,1,646420.05225,0.5157736945684026
41,4,1,4,2,798732.22897,2,3,5,1,26277254.735,0.9086036507190394
41,4,1,4,2,798732.22897,2,3,5,1,25966575.441,0.9086036507190394
41,4,1,4,2,798732.22897,2,3,5,1,6590543.4357,0.9086036507190394
41,4,1,4,2,798732.22897,2,3,5,1,27499259.961,0.9086036507190394
41,4,1,4,2,798732.22897,2,3,5,1,29912202.482,0.9086036507190394
54,2,2,0,1,51118.862654,3,3,5,1,599818.15807,0.9747534159808198
54,2,2,0,1,51118.862654,3,3,5,1,598782.56042,0.9747534159808198
54,2,2,0,1,51118.862654,3,3,5,1,598782.56042,0.9747534159808198
54,2,2,0,1,51118.862654,3,3,5,1,599818.15807,0.9747534159808198
54,2,2,0,1,51118.862654,3,3,5,1,599818.15807,0.9747534159808198
59,4,1,2,1,332272.60725,3,3,4,1,8948495.7218,0.9489600782359956
59,4,1,2,1,462199.7165,3,3,4,1,6066738.145,0.9361289419627568
59,4,1,2,1,456874.83497,3,3,4,1,7716548.759,0.9481963704793366
59,4,1,2,1,400431.09079,3,3,4,1,6448045.1992,0.9325987599773751
40,2,2,0,1,373806.68316,2,3,4,1,593397.45265,0.6332951945080092
40,2,2,0,1,373806.68316,2,3,4,1,594433.05029,0.6332951945080092
40,2,2,0,1,373806.68316,2,3,4,1,594433.05029,0.6332951945080092
40,2,2,0,1,373806.68316,2,3,4,1,593397.45265,0.6332951945080092
40,2,2,0,1,372741.70685,2,3,4,1,594433.05029,0.6332951945080092
41,4,2,4,1,15974.644579,4,1,5,1,111668.49445,0.14635093167655294
41,4,2,4,1,15974.644579,4,1,5,1,111668.49445,0.14635093167655294
41,4,2,4,1,15974.644579,4,1,5,1,112714.44807,0.14721074380152094
41,4,2,4,1,15974.644579,4,1,5,1,111678.85042,0.14721074380152094
41,4,2,4,1,15974.644579,4,1,5,1,110643.25278,0.14721074380152094
63,4,1,1,2,372741.70685,2,3,2,1,17129510.026,0.03302253302228665
63,4,1,1,2,372741.70685,2,3,2,1,17161613.553,0.03280706221858055
63,4,1,1,2,372741.70685,2,3,2,1,17007309.504,0.03302253302228665
63,4,1,1,2,372741.70685,2,3,2,1,17120189.647,0.03302253302228665
63,4,1,1,2,372741.70685,2,3,2,1,17015594.285,0.03302253302228665
58,3,1,1,1,139511.89599,1,3,3,1,777112.47551,0.0481797132861603
58,3,1,1,1,160811.4221,1,3,3,1,778562.31221,0.04505082323894765
58,3,1,1,1,248139.47913,1,3,3,1,771416.68844,0.04597006680596805
58,3,1,1,1,189565.78234,1,3,3,1,794096.27694,0.0458954138799064
58,3,1,1,1,152291.61166,1,3,3,1,770277.53103,0.04551973184036505
47,4,2,1,2,308843.12854,2,3,5,1,2959738.0797,0.6641697358090564
47,4,2,1,2,308843.12854,2,3,5,1,3047763.8798,0.6640321899138585
47,4,2,1,2,308843.12854,2,3,5,1,3106792.9458,0.66922075308038
37,4,2,0,2,69223.459844,2,3,4,1,338640.43109,0.044642857143319
37,4,2,0,2,69223.459844,2,3,4,1,444271.39125,0.044642857143319
37,4,2,0,2,69223.459844,2,3,4,1,438057.80536,0.044642857143319
37,4,2,0,2,69223.459844,2,3,4,1,456698.56303,0.044642857143319
37,4,2,0,2,69223.459844,2,3,4,1,318964.07577,0.044642857143319
57,3,1,0,1,122472.27511,2,3,4,1,311922.01176,0.0099009900991424
57,3,1,0,1,122472.27511,2,3,4,1,311922.01176,0.0099009900991424
57,3,1,0,1,122472.27511,2,3,4,1,311818.45199,0.00995024875641965
57,3,1,0,1,122472.27511,2,3,4,1,311818.45199,0.00995024875641965
57,3,1,0,1,122472.27511,2,3,4,1,312854.04964,0.00995024875641965
60,4,1,3,2,565502.41811,2,3,4,1,16748720.771,0.759117310991468
60,4,1,3,2,545267.86831,2,3,4,1,16748720.771,0.759117310991468
60,4,1,3,2,572957.25225,2,3,4,1,16748720.771,0.759117310991468
