,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,HHOUSES07,NETWORTH07,Risky2007,Risky2009,Safe2007,Safe2009,RiskTol2007,RiskTol2009,RiskTolChange
58,33,4,1,3,2,267309.05263,2,3,3,1,5425496.081,54886.675376,0,62135.858916,45000,0.4690265486734739,0.0,-0.4690265486734739
59,33,4,1,3,2,270503.98154,2,3,3,1,5439994.4481,66278.24951,0,59029.065969999996,45000,0.5289256198340512,0.0,-0.5289256198340512
60,77,2,1,0,3,31416.801006,4,3,5,1,215248.97126,2899.6734161,5000,11702.253429,11000,0.19858156028723356,0.3125,0.11391843971276644
61,77,2,1,0,3,34611.729922,4,3,5,1,247963.50098,22783.148269,5000,18330.07838,11000,0.5541561712854313,0.3125,-0.24165617128543126
62,77,2,1,0,3,34611.729922,4,3,5,1,207378.42913,2174.7550621,5000,11805.813194,11000,0.15555555555841669,0.3125,0.15694444444158331
63,77,2,1,0,3,33546.753617,4,3,5,1,220913.6904,14498.36708,5000,9910.6694971,11000,0.5939753924414222,0.3125,-0.28147539244142217
64,77,2,1,0,3,32481.777311,4,3,5,1,234241.83214,8077.661659,5000,10003.873285,11000,0.446735395198316,0.3125,-0.134235395198316
80,29,4,1,0,1,92652.938561,2,3,3,0,111740.98628,64207.054212,150000,4038.8308295,32000,0.9408194233682513,0.8241758241758241,-0.11664359919242717
81,29,4,1,0,1,92652.938561,2,3,3,0,112776.58393,64207.054212,150000,4038.8308295,32000,0.9408194233682513,0.8241758241758241,-0.11664359919242717
82,29,4,1,0,1,92652.938561,2,3,3,0,113812.18158,64207.054212,150000,4038.8308295,32000,0.9408194233682513,0.8241758241758241,-0.11664359919242717
83,29,4,1,0,1,92652.938561,2,3,3,0,112776.58393,64207.054212,150000,4038.8308295,32000,0.9408194233682513,0.8241758241758241,-0.11664359919242717
84,29,4,1,0,1,92652.938561,2,3,3,0,111740.98628,64207.054212,150000,4038.8308295,32000,0.9408194233682513,0.8241758241758241,-0.11664359919242717
85,65,4,1,0,3,4174707.1168,1,1,2,1,58639681.254,23508066.6232,19000000,3850352.05746,8540000,0.8592626239694965,0.6899055918663762,-0.16935703210312025
86,65,4,1,0,3,4174707.1168,1,1,2,1,58756703.788,23508066.6232,19000000,3853458.85046,8540000,0.8591650580970132,0.6899055918663762,-0.16925946623063692
87,65,4,1,0,3,4164057.3537,1,1,2,1,58104691.509,23508066.6232,19000000,3811413.58586,8540000,0.8604873315050843,0.6899055918663762,-0.17058173963870804
88,65,4,1,0,3,4174707.1168,1,1,2,1,58588833.41,23508066.6232,19000000,3810895.78706,8540000,0.8605036410303502,0.6899055918663762,-0.17059804916397392
89,65,4,1,0,3,4174707.1168,1,1,2,1,58289752.809,23508066.6232,19000000,3810067.30896,8540000,0.8605297375574166,0.6899055918663762,-0.17062414569104034
95,69,4,1,0,2,1042611.8029,3,3,2,1,25066641.084,2614884.06271,3500000,445306.9889,1053000,0.8544839255491191,0.7687239182956292,-0.08576000725348987
96,69,4,1,0,2,1052196.5896,3,3,2,1,24531237.1,2614884.06271,3500000,445306.9889,1053000,0.8544839255491191,0.7687239182956292,-0.08576000725348987
97,69,4,1,0,2,1088405.784,3,3,2,1,25657967.342,2614884.06271,3500000,445306.9889,1053000,0.8544839255491191,0.7687239182956292,-0.08576000725348987
98,69,4,1,0,2,1039416.874,3,3,2,1,24079716.525,2614884.06271,3500000,445306.9889,1053000,0.8544839255491191,0.7687239182956292,-0.08576000725348987
99,69,4,1,0,2,1046871.7081,3,3,2,1,26288646.31,2614884.06271,3500000,445306.9889,1053000,0.8544839255491191,0.7687239182956292,-0.08576000725348987
105,48,4,1,1,2,448355.02453,2,1,5,1,15533964.729,258899.41215,160000,613073.807974,530000,0.29691211401329837,0.2318840579710145,-0.06502805604228387
106,48,4,1,1,2,448355.02453,2,1,5,1,20070918.027,258899.41215,160000,613073.807974,530000,0.29691211401329837,0.2318840579710145,-0.06502805604228387
107,48,4,1,1,2,447290.04822,2,1,5,1,19490983.344,258899.41215,160000,613073.807974,530000,0.29691211401329837,0.2318840579710145,-0.06502805604228387
108,48,4,1,1,2,447290.04822,2,1,5,1,13783804.703,258899.41215,160000,613073.807974,530000,0.29691211401329837,0.2318840579710145,-0.06502805604228387
109,48,4,1,1,2,447290.04822,2,1,5,1,15980307.315,258899.41215,160000,613073.807974,530000,0.29691211401329837,0.2318840579710145,-0.06502805604228387
145,46,4,1,2,1,227904.92933,2,3,4,1,436918.64794,13462.769432,0,27443.337688,135000,0.32911392405310846,0.0,-0.32911392405310846
146,46,4,1,2,1,227904.92933,2,3,4,1,465501.14304,13462.769432,0,27443.337688,135000,0.32911392405310846,0.0,-0.32911392405310846
147,46,4,1,2,1,227904.92933,2,3,4,1,444789.19007,13462.769432,0,27443.337688,135000,0.32911392405310846,0.0,-0.32911392405310846
148,46,4,1,2,1,227904.92933,2,3,4,1,433501.1757,13462.769432,0,27443.337688,135000,0.32911392405310846,0.0,-0.32911392405310846
149,46,4,1,2,1,227904.92933,2,3,4,1,440646.79948,13462.769432,0,27443.337688,135000,0.32911392405310846,0.0,-0.32911392405310846
160,48,2,2,1,1,35144.218075,4,1,3,0,19158.556499,5177.988243,0,8077.6616590799995,21900,0.390625,0.0,-0.390625
161,48,2,2,1,1,35144.218075,4,1,3,0,31067.929458,5177.988243,0,8077.6616590799995,7100,0.390625,0.0,-0.390625
162,48,2,2,1,1,34079.241769,4,1,3,0,68142.325278,5177.988243,0,8077.6616590799995,3500,0.390625,0.0,-0.390625
163,48,2,2,1,1,34079.241769,4,1,3,0,19427.811888,5177.988243,0,8077.6616590799995,5700,0.390625,0.0,-0.390625
164,48,2,2,1,1,34079.241769,4,1,3,0,67417.406924,5177.988243,0,8077.6616590799995,2700,0.390625,0.0,-0.390625
165,67,4,1,0,3,303518.24701,3,3,5,1,20967745.591,1035597.6486,0,1342134.5525816,430000,0.43554006968714387,0.0,-0.43554006968714387
166,67,4,1,0,3,303518.24701,3,3,5,1,20966709.993,1035597.6486,0,1342134.5525816,430000,0.43554006968714387,0.0,-0.43554006968714387
167,67,4,1,0,3,303518.24701,3,3,5,1,20966709.993,1035597.6486,0,1342134.5525816,430000,0.43554006968714387,0.0,-0.43554006968714387
168,67,4,1,0,3,303518.24701,3,3,5,1,20967745.591,1035597.6486,0,1342134.5525816,430000,0.43554006968714387,0.0,-0.43554006968714387
169,67,4,1,0,3,303518.24701,3,3,5,1,20966709.993,1035597.6486,0,1342134.5525816,430000,0.43554006968714387,0.0,-0.43554006968714387
170,35,4,1,2,1,75613.317676,2,3,4,1,261695.5258,1967.6355323,0,11391.5741346,16420,0.14728682170287316,0.0,-0.14728682170287316
171,35,4,1,2,1,78808.246592,2,3,4,1,326109.69954,1967.6355323,0,27132.658392899997,16320,0.0676156583626836,0.0,-0.0676156583626836
172,35,4,1,2,1,76678.293981,2,3,4,1,261695.5258,1967.6355323,0,10148.8569563,16420,0.16239316239012916,0.0,-0.16239316239012916
173,35,4,1,2,1,76678.293981,2,3,4,1,267909.11169,2071.1952972,0,9113.2593077,16320,0.18518518518485402,0.0,-0.18518518518485402
174,35,4,1,2,1,76678.293981,2,3,4,1,319274.75506,2071.1952972,0,33346.2442849,16320,0.05847953216377571,0.0,-0.05847953216377571
185,36,4,1,2,1,51118.862654,3,1,3,1,121113.145,486.73089484,0,94943.59242275,36600,0.00510037981554532,0.0,-0.00510037981554532
186,36,4,1,2,1,51118.862654,3,1,3,1,108882.73677,673.13847159,0,83562.37426523,36600,0.00799114826656437,0.0,-0.00799114826656437
187,36,4,1,2,1,51118.862654,3,1,3,1,110104.742,755.98628347,0,83562.37426523,36600,0.008965856054961634,0.0,-0.008965856054961634
188,36,4,1,2,1,51118.862654,3,1,3,1,109866.55454,2692.5538863,0,82526.77661623,36600,0.0315955766188525,0.0,-0.0315955766188525
189,36,4,1,2,1,51118.862654,3,1,3,1,111005.71195,5799.3468321,0,77348.78837323,36600,0.06974716652127934,0.0,-0.06974716652127934
195,92,4,1,0,3,3088431.2854,3,3,3,1,247708847.52,5578764.53297,5389000,6301611.69172,10459000,0.4695781032065396,0.3400429076224129,-0.12953519558412668
196,92,4,1,0,3,3109730.8115,3,3,3,1,242430302.74,5092033.63817,4793000,6124524.49377,10797000,0.453974702245785,0.3074406670942912,-0.14653403515149382
197,92,4,1,0,3,3056481.9962,3,3,3,1,239348053.46,5102389.61467,4866000,5939152.514690001,9822000,0.4621084224369797,0.3312908496732026,-0.1308175727637771
198,92,4,1,0,3,3439873.4661,3,3,3,1,245653082.63,4791710.32007,5025000,7319604.1803,10378000,0.3956391620351048,0.32623514899694867,-0.06940401303815613
199,92,4,1,0,3,3546371.0966,3,3,3,1,243734637.98,5164525.47357,4980000,6915721.09728,10165000,0.42751821689071784,0.3288213931990756,-0.09869682369164223
200,51,4,2,0,1,69223.459844,3,3,5,0,237721.44024,13462.769432,3500,24802.56368429,30800,0.3518267929639097,0.10204081632653061,-0.24978597663737906
201,51,4,2,0,1,70288.436149,3,3,5,0,237825.0,12427.171783,3500,24802.56368429,29900,0.33379694018826694,0.10479041916167664,-0.2290065210265903
202,51,4,2,0,1,69223.459844,3,3,5,0,236892.96212,12427.171783,3500,24802.56368429,29800,0.33379694018826694,0.10510510510510511,-0.22869183508316182
203,51,4,2,0,1,69223.459844,3,3,5,0,232854.13129,12427.171783,3500,24802.56368429,29900,0.33379694018826694,0.10479041916167664,-0.2290065210265903
204,51,4,2,0,1,69223.459844,3,3,5,0,237928.55976,13462.769432,3500,24802.56368429,29900,0.3518267929639097,0.10479041916167664,-0.24703637380223303
210,66,3,1,0,2,74548.341371,3,1,5,1,2378301.7799,310.67929458,0,70938.4389289,156000,0.00436046511629131,0.0,-0.00436046511629131
211,66,3,1,0,2,74548.341371,3,1,5,1,2377421.5219,310.67929458,0,70938.4389289,156000,0.00436046511629131,0.0,-0.00436046511629131
212,66,3,1,0,2,74548.341371,3,1,5,1,2378457.1195,310.67929458,0,70938.4389289,156000,0.00436046511629131,0.0,-0.00436046511629131
213,66,3,1,0,2,74548.341371,3,1,5,1,2378457.1195,310.67929458,0,70938.4389289,156000,0.00436046511629131,0.0,-0.00436046511629131
214,66,3,1,0,2,74548.341371,3,1,5,1,2378446.7636,310.67929458,0,70938.4389289,156000,0.00436046511629131,0.0,-0.00436046511629131
215,68,4,1,0,2,354637.10966,3,2,5,1,4275723.7916,56957.870673,0,96051.68190719,59100,0.3722504230129634,0.0,-0.3722504230129634
216,68,4,1,0,2,355702.08597,3,2,5,1,6759086.953,56957.870673,0,96051.68190719,59100,0.3722504230129634,0.0,-0.3722504230129634
217,68,4,1,0,2,355702.08597,3,2,5,1,3543556.2541,56957.870673,0,96051.68190719,59100,0.3722504230129634,0.0,-0.3722504230129634
218,68,4,1,0,2,355702.08597,3,2,5,1,3893588.2593,56957.870673,0,96051.68190719,59100,0.3722504230129634,0.0,-0.3722504230129634
219,68,4,1,0,2,355702.08597,3,2,5,1,3552876.6329,56957.870673,0,96051.68190719,60100,0.3722504230129634,0.0,-0.3722504230129634
230,30,4,1,0,1,111822.51206,2,3,3,1,102006.36839,6213.5858916,3500,7766.9823645,4000,0.4444444444444444,0.4666666666666667,0.022222222222222254
231,30,4,1,0,1,111822.51206,2,3,3,1,102006.36839,6213.5858916,3500,7766.9823645,4000,0.4444444444444444,0.4666666666666667,0.022222222222222254
232,30,4,1,0,1,111822.51206,2,3,3,1,103041.96604,6213.5858916,3500,7766.9823645,4000,0.4444444444444444,0.4666666666666667,0.022222222222222254
233,30,4,1,0,1,111822.51206,2,3,3,1,102006.36839,6213.5858916,3500,7766.9823645,4000,0.4444444444444444,0.4666666666666667,0.022222222222222254
234,30,4,1,0,1,111822.51206,2,3,3,1,102006.36839,6213.5858916,3500,7766.9823645,4000,0.4444444444444444,0.4666666666666667,0.022222222222222254
250,78,3,1,0,3,64963.554623,2,3,5,1,1442587.5245,999351.73089,303000,222653.494449,85000,0.8177966101681495,0.7809278350515464,-0.036868775116603136
251,78,3,1,0,3,64963.554623,2,3,5,1,1189901.6982,745630.30699,438000,222653.494449,100000,0.7700534759353539,0.8141263940520446,0.044072918116690674
252,78,3,1,0,3,66028.530928,2,3,5,1,1307959.8302,863688.43893,344000,222653.494449,89000,0.7950428979976405,0.7944572748267898,-0.0005856231708506465
253,78,3,1,0,3,66028.530928,2,3,5,1,1288283.4749,844012.08361,423000,222653.494449,91000,0.7912621359225258,0.8229571984435797,0.03169506252105392
254,78,3,1,0,3,66028.530928,2,3,5,1,1465370.6728,1021099.2815,436000,222653.494449,104000,0.8209825145683697,0.8074074074074075,-0.013575107160962219
255,58,4,1,1,2,144836.77752,1,3,5,1,9752223.0568,1159869.36643,0,1001422.92619,490,0.5366554863451451,0.0,-0.5366554863451451
256,58,4,1,1,2,143771.80121,1,3,5,1,21885285.108,1074950.35925,0,838834.095359,470,0.561688311691099,0.0,-0.561688311691099
257,58,4,1,1,2,143771.80121,1,3,5,1,7551578.0536,1080128.34748,0,1001422.926189,540,0.5189054726363458,0.0,-0.5189054726363458
258,58,4,1,1,2,143771.80121,1,3,5,1,10433646.31,1119481.05813,0,972426.192032,510,0.5351485148508883,0.0,-0.5351485148508883
259,58,4,1,1,2,144836.77752,1,3,5,1,23392079.686,1113267.47224,0,888542.782492,480,0.5561303673054881,0.0,-0.5561303673054881
280,41,4,2,0,1,67093.507233,3,3,5,0,127999.86937,10355.976486,4200,15119.72566916,35000,0.40650406504703307,0.10714285714285714,-0.2993612079041759
281,41,4,2,0,1,55378.767875,3,3,5,0,128134.49706,10355.976486,4200,15254.35336347,34400,0.40436716539261264,0.10880829015544041,-0.2955588752371722
282,41,4,2,0,1,59638.673096,3,3,5,0,128994.04311,10355.976486,4200,15078.30176321,34100,0.40716612378500106,0.10966057441253264,-0.2975055493724684
283,41,4,2,0,1,69223.459844,3,3,5,0,128155.20901,10355.976486,4200,15275.06531645,35100,0.4040404040467095,0.10687022900763359,-0.2971701750390759
284,41,4,2,0,1,55378.767875,3,3,5,0,128113.78511,10355.976486,4200,15233.6414105,35100,0.4046944556923779,0.10687022900763359,-0.2978242266847443
290,71,3,1,0,2,4781743.6108,3,3,5,1,224764042.46,224724.68975,29520000,66278.24951,3083900,0.7722419928865978,0.905413156094823,0.1331711632082252
291,71,3,1,0,2,5473978.2092,3,3,5,1,108408433.05,777733.8341,47310000,77669.823645,2803800,0.909200968523151,0.9440513391520898,0.03485037062893881
292,71,3,1,0,2,5239683.422,3,3,5,1,36297697.583,2464722.4037,21560000,1140193.0111,2744200,0.6837115771374465,0.8870894742472495,0.20337789710980303
293,71,3,1,0,2,5090586.7393,3,3,5,1,223079125.08,486730.89484,168100000,1130872.6323,3134300,0.30089628680555824,0.9816958401441768,0.6807995533386185
294,71,3,1,0,2,4877591.4782,3,3,5,1,17847489.876,1418768.7786,25530000,297216.52515,2914500,0.8267954133986564,0.8975373094974424,0.070741896098786
295,52,2,1,2,2,1192773.4619,3,3,2,1,5637441.4958,82.847811888,50000,16652.410189488,10000,0.00495049504950495,0.8333333333333334,0.8283828382838284
296,52,2,1,2,2,1192773.4619,3,3,2,1,5463461.0908,82.847811888,50000,16652.410189488,10000,0.00495049504950495,0.8333333333333334,0.8283828382838284
297,52,2,1,2,2,1192773.4619,3,3,2,1,6190440.2841,82.847811888,50000,16642.054213001997,10000,0.004953560371517028,0.8333333333333334,0.8283797729618163
298,52,2,1,2,2,1192773.4619,3,3,2,1,5534906.9726,72.491835402,50000,16652.410189488,10000,0.0043343653250774,0.8333333333333334,0.828998968008256
299,52,2,1,2,2,1192773.4619,3,3,2,1,5936708.5042,72.491835402,50000,16642.054213001997,10000,0.004337050805452294,0.8333333333333334,0.828996282527881
345,36,4,1,2,1,133122.03816,2,3,1,1,284944.69301,23611.626388099998,1800,22938.48791689,26700,0.5072302558356752,0.06315789473684211,-0.4440723610988331
346,36,4,1,2,1,134187.01447,2,3,1,1,287015.88831,23611.626388099998,1800,23974.08556489,27700,0.496191512515899,0.061016949152542375,-0.43517456336335664
347,36,4,1,2,1,133122.03816,2,3,1,1,284944.69301,23611.626388099998,1800,22938.48791689,27700,0.5072302558356752,0.061016949152542375,-0.4462133066831328
348,36,4,1,2,1,133122.03816,2,3,1,1,285980.29066,23611.626388099998,1800,23974.08556489,27700,0.496191512515899,0.061016949152542375,-0.43517456336335664
349,36,4,1,2,1,133122.03816,2,3,1,1,285980.29066,23611.626388099998,1800,22938.48791689,26700,0.5072302558356752,0.06315789473684211,-0.4440723610988331
350,59,4,1,1,1,1480317.0644,3,3,5,1,8957919.6604,310679.29458,10000,5664719.1378,3860000,0.05199306759135332,0.002583979328165375,-0.04940908826318794
351,59,4,1,1,1,1480317.0644,3,3,5,1,8957919.6604,310679.29458,10000,5664719.1378,3860000,0.05199306759135332,0.002583979328165375,-0.04940908826318794
352,59,4,1,1,1,1480317.0644,3,3,5,1,8957919.6604,310679.29458,10000,5664719.1378,3860000,0.05199306759135332,0.002583979328165375,-0.04940908826318794
353,59,4,1,1,1,1469667.3013,3,3,5,1,8947563.6839,310679.29458,10000,5664719.1378,3860000,0.05199306759135332,0.002583979328165375,-0.04940908826318794
354,59,4,1,1,1,1480317.0644,3,3,5,1,8968275.6368,310679.29458,10000,5675075.1143,3860000,0.05190311418709401,0.002583979328165375,-0.04931913485892863
355,52,4,1,2,2,535683.08156,3,3,4,1,1916891.2476,258899.41215,700000,226795.8850388,64000,0.5330490405167755,0.9162303664921466,0.38318132597537113
356,52,4,1,2,2,536748.05787,3,3,4,1,1911713.2593,258899.41215,700000,225760.2873988,64000,0.5341880341836254,0.9162303664921466,0.38204233230852125
357,52,4,1,2,2,535683.08156,3,3,4,1,1942263.3899,258899.41215,700000,225760.2873988,64000,0.5341880341836254,0.9162303664921466,0.38204233230852125
358,52,4,1,2,2,536748.05787,3,3,4,1,1931389.6146,258899.41215,700000,226795.8850388,64000,0.5330490405167755,0.9162303664921466,0.38318132597537113
359,52,4,1,2,2,535683.08156,3,3,4,1,1911713.2593,258899.41215,700000,225760.2873988,64000,0.5341880341836254,0.9162303664921466,0.38204233230852125
360,55,3,1,0,1,75613.317676,3,3,3,1,799584.94448,326213.259309,231000,42459.503592,115100,0.8848314606755974,0.667437156891072,-0.2173943037845254
361,55,3,1,0,1,75613.317676,3,3,3,1,799584.94448,326213.259309,188000,42459.503592,91200,0.8848314606755974,0.673352435530086,-0.21147902514551142
362,55,3,1,0,1,74548.341371,3,3,3,1,799584.94448,326213.259309,234400,42459.503592,31200,0.8848314606755974,0.8825301204819277,-0.0023013401936696765
363,55,3,1,0,1,74548.341371,3,3,3,1,799584.94448,326213.259309,287000,42459.503592,20700,0.8848314606755974,0.9327266818329542,0.04789522115735678
364,55,3,1,0,1,74548.341371,3,3,3,1,799584.94448,326213.259309,199000,42459.503592,38200,0.8848314606755974,0.8389544688026982,-0.045876991872899175
365,49,4,2,0,1,173591.13776,3,3,4,1,596814.92489,30343.0111042,74200,184336.381449,404000,0.14134105161808044,0.15516520284399832,0.013824151225917874
366,49,4,2,0,1,152291.61166,3,3,4,1,827442.52123,46601.8941866,64900,241294.252125,273000,0.16187050359528313,0.19206865936667653,0.030198155771393398
367,49,4,2,0,1,134187.01447,3,3,4,1,670445.9177,45980.535598,55400,193656.760283,487000,0.1918755401948501,0.1021386430678466,-0.08973689712700349
368,49,4,2,0,1,210865.30845,3,3,4,1,827131.84193,42148.824297600004,73100,173980.404959,540000,0.19501677048761737,0.11923014190181047,-0.0757866285858069
369,49,4,2,0,1,248139.47913,3,3,4,1,777837.39386,29100.293925500002,54100,208155.127366,415000,0.12265386294269921,0.11532722234065232,-0.007326640602046894
375,85,3,1,0,2,520773.41329,3,2,2,1,25211106.956,16581989.549783,1500000,760128.674072,6608000,0.9561686372875488,0.185002466699556,-0.7711661705879927
376,85,3,1,0,2,520773.41329,3,2,2,1,25223534.128,16581989.549783,1500000,762199.869369,6608000,0.9560544542642417,0.185002466699556,-0.7710519875646857
377,85,3,1,0,2,521838.38959,3,2,2,1,25206964.566,16581989.549783,1500000,745630.306991,6608000,0.9569686827646148,0.185002466699556,-0.7719662160650588
378,85,3,1,0,2,521838.38959,3,2,2,1,25212142.554,16581989.549783,1500000,761164.27172,6608000,0.9561115423668637,0.185002466699556,-0.7711090756673077
379,85,3,1,0,2,521838.38959,3,2,2,1,25196608.589,16581989.549783,1500000,745630.306991,6608000,0.9569686827646148,0.185002466699556,-0.7719662160650588
380,65,4,1,0,2,3887163.5143,2,3,4,1,52175480.732,6213585.8916,25000000,2262780.86216,3300000,0.7330482590130658,0.8833922261484098,0.15034396713534404
381,65,4,1,0,2,3887163.5143,2,3,4,1,46790372.959,6213585.8916,25000000,2262780.86216,3300000,0.7330482590130658,0.8833922261484098,0.15034396713534404
382,65,4,1,0,2,3887163.5143,2,3,4,1,47484223.383,6213585.8916,25000000,2262780.86216,3300000,0.7330482590130658,0.8833922261484098,0.15034396713534404
383,65,4,1,0,2,3887163.5143,2,3,4,1,45091992.815,6213585.8916,25000000,2262780.86216,3300000,0.7330482590130658,0.8833922261484098,0.15034396713534404
384,65,4,1,0,2,3887163.5143,2,3,4,1,53873860.875,6213585.8916,25000000,2262780.86216,3300000,0.7330482590130658,0.8833922261484098,0.15034396713534404
385,61,4,1,0,1,1384469.1969,3,3,3,1,13322963.749,5022648.5957,4000000,515727.6289986,600000,0.9068810770386647,0.8695652173913043,-0.037315859647360394
386,61,4,1,0,1,1384469.1969,3,3,3,1,12070926.192,5022648.5957,4000000,516763.2266486,600000,0.90671153486662,0.8695652173913043,-0.037146317475315715
387,61,4,1,0,1,1384469.1969,3,3,3,1,12598045.395,5022648.5957,4000000,527119.2031386,600000,0.9050195932073212,0.8695652173913043,-0.03545437581601685
388,61,4,1,0,1,1384469.1969,3,3,3,1,13884257.675,5022648.5957,4000000,515727.6289986,600000,0.9068810770386647,0.8695652173913043,-0.037315859647360394
389,61,4,1,0,1,1384469.1969,3,3,3,1,13896684.847,5022648.5957,4000000,521941.2148886,600000,0.905864774001525,0.8695652173913043,-0.03629955661022066
390,52,4,1,0,1,101172.749,2,2,2,1,898277.40039,41423.905944,35000,73941.67211,67520,0.359066427289173,0.3413968006242684,-0.01766962666490457
391,52,4,1,0,1,101172.749,2,2,2,1,938665.70869,41423.905944,35000,73941.67210999998,68340,0.359066427289173,0.3386878265918328,-0.02037860069734021
392,52,4,1,0,1,101172.749,2,2,2,1,812012.11626,41423.905944,35000,72595.3951668,67850,0.3633060853771213,0.3403014098201264,-0.02300467555699487
393,52,4,1,0,1,101172.749,2,2,2,1,762303.42913,41423.905944,35000,72595.3951669,67860,0.3633060853768026,0.3402683258798367,-0.023037759496965904
394,52,4,1,0,1,101172.749,2,2,2,1,829203.03723,41423.905944,35000,73216.75375599999,67350,0.3613369467028634,0.3419638495359062,-0.01937309716695723
395,64,4,1,0,2,5612425.1289,3,3,3,1,40026884.716,19003216.8515,12280000,1193008.491141,1350000,0.9409291354745306,0.900953778429934,-0.03997535704459665
396,64,4,1,0,2,5612425.1289,3,3,3,1,39533940.235,19003216.8515,14660000,917539.516655,1350000,0.9539405281758395,0.9156777014366021,-0.03826282673923742
397,64,4,1,0,2,5612425.1289,3,3,3,1,41443582.299,19003216.8515,12460000,527119.2031350001,1350000,0.9730102338402978,0.9022447501810282,-0.0707654836592696
398,64,4,1,0,2,5601775.3658,3,3,3,1,38648504.246,19003216.8515,15410000,590290.6596959999,1350000,0.9698731501055285,0.9194510739856802,-0.05042207611984839
399,64,4,1,0,2,5601775.3658,3,3,3,1,40693809.602,19003216.8515,13910000,368672.762903,1350000,0.9809686731526235,0.9115334207077327,-0.0694352524448908
410,45,4,1,1,2,117147.39358,4,1,5,1,-14260.17962,776.69823645,0,497.08687133,155750,0.6097560975600181,0.0,-0.6097560975600181
411,45,4,1,1,2,117147.39358,4,1,5,1,-14270.5356,776.69823645,0,486.73089484,155750,0.6147540983616289,0.0,-0.6147540983616289
412,45,4,1,1,2,117147.39358,4,1,5,1,-14270.5356,776.69823645,0,486.73089484,155750,0.6147540983616289,0.0,-0.6147540983616289
413,45,4,1,1,2,117147.39358,4,1,5,1,-14270.5356,776.69823645,0,486.73089484,155750,0.6147540983616289,0.0,-0.6147540983616289
414,45,4,1,1,2,117147.39358,4,1,5,1,-14270.5356,776.69823645,0,486.73089484,155750,0.6147540983616289,0.0,-0.6147540983616289
415,51,3,2,0,2,373806.68316,3,3,4,1,2591065.3168,103559.76486,700000,3106.7929458,240000,0.970873786407767,0.7446808510638298,-0.22619293534393725
416,51,3,2,0,2,373806.68316,3,3,4,1,2591065.3168,103559.76486,700000,3106.7929458,240000,0.970873786407767,0.7446808510638298,-0.22619293534393725
417,51,3,2,0,2,373806.68316,3,3,4,1,2591065.3168,103559.76486,700000,3106.7929458,240000,0.970873786407767,0.7446808510638298,-0.22619293534393725
418,51,3,2,0,2,373806.68316,3,3,4,1,2591065.3168,103559.76486,700000,3106.7929458,240000,0.970873786407767,0.7446808510638298,-0.22619293534393725
419,51,3,2,0,2,373806.68316,3,3,4,1,2591065.3168,103559.76486,700000,3106.7929458,240000,0.970873786407767,0.7446808510638298,-0.22619293534393725
425,55,4,1,1,2,2779588.1568,2,3,4,1,49647586.871,2226534.9445,30550000,1102911.49575,1354500,0.6687402799405943,0.9575451738782931,0.2888048939376988
426,55,4,1,1,2,3152329.8637,2,3,4,1,46468302.09,2267958.8504,40773000,977604.18028,1093000,0.6987874920194739,0.9738928963837004,0.2751054043642265
427,55,4,1,1,2,3184279.1528,2,3,4,1,57141171.457,1946923.5794,12760000,927895.49315,1011600,0.677233429397369,0.9265444828487612,0.24931105345139226
428,55,4,1,1,2,2417496.213,2,3,4,1,39574328.543,1936567.6029,16580000,1034562.05095,4626400,0.6517950505426746,0.7818394446959408,0.13004439415326619
429,55,4,1,1,2,2332298.1086,2,3,4,1,51009397.779,2247246.8975,3344000,1007636.51209,5628500,0.6904231625866666,0.37269434382836447,-0.3177288187583021
435,84,4,1,0,3,4171618.6855,3,3,5,1,14255933.671,4463425.86549,456000,73527.43305,447500,0.9837936544170156,0.5047039291643608,-0.4790897252526548
436,84,4,1,0,3,4044673.5099,3,3,5,1,7682995.3952,3529316.7863999996,456000,62135.858916,447500,0.9826989619375776,0.5047039291643608,-0.47799503277321675
437,84,4,1,0,3,4147550.221,3,3,5,1,8631602.8413,2891388.63489,456000,70420.640105,447500,0.9762237762237006,0.5047039291643608,-0.4715198470593398
438,84,4,1,0,3,4150425.657,3,3,5,1,39277940.496,3402973.8732499997,456000,63171.456564,447500,0.9817747236330134,0.5047039291643608,-0.47707079446865264
439,84,4,1,0,3,4085249.1071,3,3,5,1,12155741.639,5530091.443519999,456000,83883.409536,447500,0.9850581073603603,0.5047039291643608,-0.48035417819599946
460,62,4,1,0,2,169331.23254,3,3,4,1,1873396.1463,20711.952972,0,652426.518612,28000,0.030769230769505027,0.0,-0.030769230769505027
461,62,4,1,0,2,169331.23254,3,3,4,1,1873396.1463,20711.952972,0,652426.518612,28000,0.030769230769505027,0.0,-0.030769230769505027
462,62,4,1,0,2,169331.23254,3,3,4,1,1873396.1463,20711.952972,0,652426.518612,28000,0.030769230769505027,0.0,-0.030769230769505027
463,62,4,1,0,2,170396.20885,3,3,4,1,1873396.1463,20711.952972,0,652426.518612,28000,0.030769230769505027,0.0,-0.030769230769505027
464,62,4,1,0,2,170396.20885,3,3,4,1,1872360.5487,20711.952972,0,652426.518612,28000,0.030769230769505027,0.0,-0.030769230769505027
465,66,4,2,0,2,11778637.937,1,3,4,1,131248539.19,104337498.68899,10280000,12717139.125,15691000,0.8913572382735604,0.39582611374225096,-0.49553112453130943
